Code	Municipio	Depto	Censo electoral 	Participación/Total votación 	Abstención	Ganador	Votos Válidos (departamental)	Alianza Verde	Cambio Radical	Centro Democrático	Partido Conservador	FARC	Partido Liberal	Opción Ciudadana	MIRA	Polo Democrático Alternativo	Partido de la U	Somos	Unión Patriótica	MAIS	AICO	ASI	GSC Colombia Justa Libres	GSC Movimiento de Integración Regional	Todos Somos Colombia	Coalición Verde-Polo	Coalición Verde-Polo-UP	Coalición Verde-Polo-ASI	Coalición ASI-Verde-UP	Coalición Lista de la Decencia (ASI-UP-MAIS)	Coalición Lista de la Decencia (UP-MAIS)	Voto en Blanco 	Ganador 	Votos Válidos (Indigena)	ANICOL	Autoridad Tradicional Casiyouren	Fundación Taita Zipa	MAIS	AICO	UAIZSACOR	Voto en Blanco (Indígena)	Ganador	Votos Válidos (Afrodescendientes)	C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	C.C. Ancestral De Comunidades Negras Playa Renaciente	C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	C.C. De La Comunidad Negra De La Plata Bahía Málaga	C.C. De Los Corregimientos De San Antonio Y El Castillo	C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	Consejo Comunitario Bocas Del Atrato Y Leoncito	Consejo Comunitario De Alejandro Duran Diaz	Consejo Comunitario De Comunidades Negras Obatala	Consejo Comunitario De Comunidades Negras Santo Domingo	Consejo Comunitario De La Comunidad Negra De Limones	Consejo Comunitario De Las Baras	Consejo Comunitario Del Rio Yurumangui	Consejo Comunitario Imbilpi Del Carmen	Consejo Comunitario La Mamuncia	Consejo Comunitario Los Andes	Consejo Comunitario Ma Kankamana De San Basilio De Palenque	Consejo Comunitario Mayor De Certegui	Consejo Comunitario Renacer Negro	Consejo Comunitario Tablon Salado	Consejo Comunitario Veredas Unidas Un Bien Común	Corporación Poder Ciudadano	Cuenca Del Rio Iscuande	Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	Kusuto Magende Cokumalu De Luruaco	Todos Somos Colombia	Org. Social De Comunidades Negras "Nelson Mandela"	Voto en Blanco 	Votos Válidos (todas las circunscripciones)	Votos Inválidos	Tarjetones No Marcados	Nulos 	%Participación electoral 	%Abstención	%Alianza Verde	%Cambio Radical	%Centro Democrático	%Partido Conservador	%FARC	%Partido Liberal	%Opción Ciudadana	%MIRA	%Polo Democrático Alternativo	%Partido de la U	%Somos	%Unión Patriótica	%MAIS	%AICO	%ASI	%Todos Somos Colombia	%GSC Colombia Justa Libres	%GSC Movimiento de Integración Regional	%Coalición Verde-Polo	%Coalición Verde-Polo-UP	%Coalición Verde-Polo-ASI	%Coalición ASI-Verde-UP	%Coalición Lista de la Decencia (ASI-UP-MAIS)	%Coalición Lista de la Decencia (UP-MAIS)	%Voto en Blanco 	%Votos Válidos (Indigena)	%ANICOL	%Autoridad Tradicional Casiyouren	%Fundación Taita Zipa	%MAIS	%AICO	%UAIZSACOR	%Voto en Blanco (Indígena)	%Votos Válidos (Afrodescendientes)	%C. C. De La Comun. Negra De Tierra Baja Mi Territorio Ancestral	%C.C. Ancestral De Comunidades Negras Playa Renaciente	%C.C. De Comun. Negras Palenque Vda. Las Trescientas Y Mun. Galapa	%C.C. De La Comunidad Negra De La Calle Larga Rio Dagua	%C.C. De La Comunidad Negra De La Plata Bahía Málaga	%C.C. De Los Corregimientos De San Antonio Y El Castillo	%C.C. General Del Río Baudó Y Sus Afluentes "Acaba"	%Consejo Comunitario Bocas Del Atrato Y Leoncito	%Consejo Comunitario De Alejandro Duran Diaz	%Consejo Comunitario De Comunidades Negras Obatala	%Consejo Comunitario De Comunidades Negras Santo Domingo	%Consejo Comunitario De La Comunidad Negra De Limones	%Consejo Comunitario De Las Baras	%Consejo Comunitario Del Rio Yurumangui	%Consejo Comunitario Imbilpi Del Carmen	%Consejo Comunitario La Mamuncia	%Consejo Comunitario Los Andes	%Consejo Comunitario Ma Kankamana De San Basilio De Palenque	%Consejo Comunitario Mayor De Certegui	%Consejo Comunitario Renacer Negro	%Consejo Comunitario Tablon Salado	%Consejo Comunitario Veredas Unidas Un Bien Común	%Corporación Poder Ciudadano	%Cuenca Del Rio Iscuande	%Fund. Afrocolombiana Liberal De Desarrollo Social (Afrocodes)	%Kusuto Magende Cokumalu De Luruaco	%Todos Somos Colombia	%Org. Social De Comunidades Negras "Nelson Mandela"	%Voto en Blanco 	%Votos Válidos (todas las circunscripciones)	%Votos Inválidos	%Tarjetones No Marcados	%Nulos 
44650	San Juan del Cesar	La Guajira	32348	17535	14813	Partido Conservador	14545		940	365	5269		2404		76	122	4902		101													366	Voto en Blanco 	284	1	5	0	85	15	14	164	Voto en Blanco 	552	3	5	11	2	1	6	2	2	188	3	1	4	2	4	1	12	0	8	12	1	3	1	138	2	4	3	7	1	125	15381	2154	528	1626	54.2%	45.8%	0.0%	6.5%	2.5%	36.2%	0.0%	16.5%	0.0%	0.5%	0.8%	33.7%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.5%	1.6%	0.4%	1.8%	0.0%	29.9%	5.3%	4.9%	57.7%	3.1%	0.5%	0.9%	2.0%	0.4%	0.2%	1.1%	0.4%	0.4%	34.1%	0.5%	0.2%	0.7%	0.4%	0.7%	0.2%	2.2%	0.0%	1.4%	2.2%	0.2%	0.5%	0.2%	25.0%	0.4%	0.7%	0.5%	1.3%	0.2%	22.6%	87.7%	12.3%	3.0%	9.3%
44847	Uribia	La Guajira	103166	36840	66326	Partido de la U	24793		1464	291	6421		4228		144	242	11541		243													219	Voto en Blanco 	4418	12	67	15	262	3957	10	95	Voto en Blanco 	307	2	4	5	21	10	5	5	15	37	7	5	5	9	7	8	6	6	9	20	9	4	4	8	10	7	11	6	9	53	29518	7322	2487	4835	35.7%	64.3%	0.0%	5.9%	1.2%	25.9%	0.0%	17.1%	0.0%	0.6%	1.0%	46.5%	0.0%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.9%	12.0%	0.3%	1.5%	0.3%	5.9%	89.6%	0.2%	2.2%	0.8%	0.7%	1.3%	1.6%	6.8%	3.3%	1.6%	1.6%	4.9%	12.1%	2.3%	1.6%	1.6%	2.9%	2.3%	2.6%	2.0%	2.0%	2.9%	6.5%	2.9%	1.3%	1.3%	2.6%	3.3%	2.3%	3.6%	2.0%	2.9%	17.3%	80.1%	19.9%	6.8%	13.1%
44855	Urumita	La Guajira	8365	5618	2747	Partido de la U	5077		254	40	1660		680		139	37	2156		24													87	Voto en Blanco 	45	5	0	0	16	2	1	21	Voto en Blanco 	55	1	0	1	0	0	0	0	1	30	0	0	0	0	2	0	5	0	0	2	1	0	0	0	0	0	0	0	0	12	5177	441	151	290	67.2%	32.8%	0.0%	5.0%	0.8%	32.7%	0.0%	13.4%	0.0%	2.7%	0.7%	42.5%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.7%	0.8%	11.1%	0.0%	0.0%	35.6%	4.4%	2.2%	46.7%	1.0%	1.8%	0.0%	1.8%	0.0%	0.0%	0.0%	0.0%	1.8%	54.5%	0.0%	0.0%	0.0%	0.0%	3.6%	0.0%	9.1%	0.0%	0.0%	3.6%	1.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	21.8%	92.2%	7.8%	2.7%	5.2%
44874	Villanueva	La Guajira	18572	9800	8772	Partido de la U	6513		396	287	2027		1131		50	118	2254		55													195	UAIZSACOR	345	1	0	1	26	76	146	95	Voto en Blanco 	1693	0	1	7	3	0	1	0	0	1594	2	3	2	0	1	0	6	2	10	4	0	1	0	2	1	2	2	8	2	39	8551	1249	363	886	52.8%	47.2%	0.0%	6.1%	4.4%	31.1%	0.0%	17.4%	0.0%	0.8%	1.8%	34.6%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.0%	3.5%	0.3%	0.0%	0.3%	7.5%	22.0%	42.3%	27.5%	17.3%	0.0%	0.1%	0.4%	0.2%	0.0%	0.1%	0.0%	0.0%	94.2%	0.1%	0.2%	0.1%	0.0%	0.1%	0.0%	0.4%	0.1%	0.6%	0.2%	0.0%	0.1%	0.0%	0.1%	0.1%	0.1%	0.1%	0.5%	0.1%	2.3%	87.3%	12.7%	3.7%	9.0%
47001	Santa Marta	Magdalena	334399	164703	169696	Cambio Radical	137876		26513	23252	10645		17357	8456	4264		15122	632				1607				24579						5449	Voto en Blanco 	2510	35	16	18	652	142	36	1611	Voto en Blanco 	3869	15	79	818	16	39	31	8	20	375	23	15	34	38	192	26	288	34	42	55	22	12	25	101	17	22	26	99	8	1389	144255	20448	3996	16452	49.3%	50.7%	0.0%	19.2%	16.9%	7.7%	0.0%	12.6%	6.1%	3.1%	0.0%	11.0%	0.5%	0.0%	0.0%	0.0%	1.2%	0.0%	0.0%	0.0%	17.8%	0.0%	0.0%	0.0%	0.0%	0.0%	4.0%	1.5%	1.4%	0.6%	0.7%	26.0%	5.7%	1.4%	64.2%	2.3%	0.4%	2.0%	21.1%	0.4%	1.0%	0.8%	0.2%	0.5%	9.7%	0.6%	0.4%	0.9%	1.0%	5.0%	0.7%	7.4%	0.9%	1.1%	1.4%	0.6%	0.3%	0.6%	2.6%	0.4%	0.6%	0.7%	2.6%	0.2%	35.9%	87.6%	12.4%	2.4%	10.0%
47030	Algarrobo	Magdalena	9710	5736	3974	Cambio Radical	4840		2217	275	221		1007	326	8		579	9				28				102						68	MAIS	87	0	0	0	60	0	1	26	Voto en Blanco 	132	1	2	101	0	2	1	0	1	0	0	1	0	1	0	2	2	1	0	1	0	0	0	0	0	1	1	4	1	9	5059	677	247	430	59.1%	40.9%	0.0%	45.8%	5.7%	4.6%	0.0%	20.8%	6.7%	0.2%	0.0%	12.0%	0.2%	0.0%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	2.1%	0.0%	0.0%	0.0%	0.0%	0.0%	1.4%	1.5%	0.0%	0.0%	0.0%	69.0%	0.0%	1.1%	29.9%	2.3%	0.8%	1.5%	76.5%	0.0%	1.5%	0.8%	0.0%	0.8%	0.0%	0.0%	0.8%	0.0%	0.8%	0.0%	1.5%	1.5%	0.8%	0.0%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	0.8%	3.0%	0.8%	6.8%	88.2%	11.8%	4.3%	7.5%
47053	Aracataca	Magdalena	27615	14637	12978	Partido Liberal	12881		3345	517	333		3708	3006	109		1315	31				60				287						170	Voto en Blanco 	95	0	0	0	28	7	4	56	Voto en Blanco 	90	1	0	5	0	0	1	0	2	1	2	0	1	2	0	1	10	0	1	5	2	3	1	2	2	5	0	3	1	39	13066	1571	390	1181	53.0%	47.0%	0.0%	26.0%	4.0%	2.6%	0.0%	28.8%	23.3%	0.8%	0.0%	10.2%	0.2%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	2.2%	0.0%	0.0%	0.0%	0.0%	0.0%	1.3%	0.6%	0.0%	0.0%	0.0%	29.5%	7.4%	4.2%	58.9%	0.6%	1.1%	0.0%	5.6%	0.0%	0.0%	1.1%	0.0%	2.2%	1.1%	2.2%	0.0%	1.1%	2.2%	0.0%	1.1%	11.1%	0.0%	1.1%	5.6%	2.2%	3.3%	1.1%	2.2%	2.2%	5.6%	0.0%	3.3%	1.1%	43.3%	89.3%	10.7%	2.7%	8.1%
47058	Ariguaní	Magdalena	22254	12765	9489	Cambio Radical	11305		6726	195	893		799	775	16		1466	9				33				260						133	Voto en Blanco 	43	0	0	0	7	1	1	34	Voto en Blanco 	56	0	0	9	3	1	2	0	0	2	2	0	1	0	0	0	0	0	0	10	2	1	0	0	0	4	1	4	1	13	11404	1361	237	1124	57.4%	42.6%	0.0%	59.5%	1.7%	7.9%	0.0%	7.1%	6.9%	0.1%	0.0%	13.0%	0.1%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	2.3%	0.0%	0.0%	0.0%	0.0%	0.0%	1.2%	0.3%	0.0%	0.0%	0.0%	16.3%	2.3%	2.3%	79.1%	0.4%	0.0%	0.0%	16.1%	5.4%	1.8%	3.6%	0.0%	0.0%	3.6%	3.6%	0.0%	1.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	17.9%	3.6%	1.8%	0.0%	0.0%	0.0%	7.1%	1.8%	7.1%	1.8%	23.2%	89.3%	10.7%	1.9%	8.8%
47161	Cerro San Antonio	Magdalena	8475	5502	2973	Cambio Radical	5130		2510	7	67		1080	957	6		204	6				16				269						8	Voto en Blanco 	43	0	1	1	3	37	0	1	Consejo Comunitario Mayor De Certegui	7	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	5180	322	76	246	64.9%	35.1%	0.0%	48.9%	0.1%	1.3%	0.0%	21.1%	18.7%	0.1%	0.0%	4.0%	0.1%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	5.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.8%	0.0%	2.3%	2.3%	7.0%	86.0%	0.0%	2.3%	0.1%	0.0%	0.0%	42.9%	0.0%	0.0%	0.0%	0.0%	0.0%	14.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	14.3%	0.0%	28.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	94.1%	5.9%	1.4%	4.5%
47170	Chibolo	Magdalena	13261	7917	5344	Partido Liberal	6721		1555	91	717		2442	1201	20		450	7				25				169						44	MAIS	37	0	0	0	25	0	1	11	Voto en Blanco 	32	0	1	1	1	7	0	0	0	2	1	0	0	0	0	0	1	0	0	8	0	1	0	0	0	0	1	1	1	6	6790	1127	257	870	59.7%	40.3%	0.0%	23.1%	1.4%	10.7%	0.0%	36.3%	17.9%	0.3%	0.0%	6.7%	0.1%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.7%	0.5%	0.0%	0.0%	0.0%	67.6%	0.0%	2.7%	29.7%	0.4%	0.0%	3.1%	3.1%	3.1%	21.9%	0.0%	0.0%	0.0%	6.3%	3.1%	0.0%	0.0%	0.0%	0.0%	0.0%	3.1%	0.0%	0.0%	25.0%	0.0%	3.1%	0.0%	0.0%	0.0%	0.0%	3.1%	3.1%	3.1%	18.8%	85.8%	14.2%	3.2%	11.0%
47189	Ciénaga	Magdalena	84057	43404	40653	Cambio Radical	37927		11457	1589	6796		3818	5715	1290		4421	107				219				1849						666	Voto en Blanco 	371	2	2	5	88	27	7	240	Voto en Blanco 	463	2	4	19	3	6	7	0	2	10	6	3	4	5	21	2	31	2	6	13	1	11	25	12	3	8	2	9	10	236	38761	4643	1126	3517	51.6%	48.4%	0.0%	30.2%	4.2%	17.9%	0.0%	10.1%	15.1%	3.4%	0.0%	11.7%	0.3%	0.0%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	4.9%	0.0%	0.0%	0.0%	0.0%	0.0%	1.8%	0.9%	0.5%	0.5%	1.3%	23.7%	7.3%	1.9%	64.7%	1.1%	0.4%	0.9%	4.1%	0.6%	1.3%	1.5%	0.0%	0.4%	2.2%	1.3%	0.6%	0.9%	1.1%	4.5%	0.4%	6.7%	0.4%	1.3%	2.8%	0.2%	2.4%	5.4%	2.6%	0.6%	1.7%	0.4%	1.9%	2.2%	51.0%	89.3%	10.7%	2.6%	8.1%
47205	Concordia	Magdalena	11027	7560	3467	Cambio Radical	7112		3192	24	110		865	2660	7		168	5				19				43						19	MAIS	7	0	0	0	2	1	2	2	Consejo Comunitario La Mamuncia	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	7128	432	64	368	68.6%	31.4%	0.0%	44.9%	0.3%	1.5%	0.0%	12.2%	37.4%	0.1%	0.0%	2.4%	0.1%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.3%	0.1%	0.0%	0.0%	0.0%	28.6%	14.3%	28.6%	28.6%	0.1%	11.1%	11.1%	11.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	11.1%	0.0%	11.1%	11.1%	0.0%	11.1%	0.0%	0.0%	0.0%	0.0%	0.0%	11.1%	11.1%	0.0%	94.3%	5.7%	0.8%	4.9%
47245	El Banco	Magdalena	47216	24674	22542	Partido de la U	21313		4128	477	1205		2043	3625	230		8823	50				81				377						274	Voto en Blanco 	167	1	0	1	73	6	0	86	Voto en Blanco 	519	356	2	9	4	17	5	1	0	6	0	0	0	0	0	2	27	2	0	4	3	3	1	7	3	3	4	4	4	52	21999	2675	755	1920	52.3%	47.7%	0.0%	19.4%	2.2%	5.7%	0.0%	9.6%	17.0%	1.1%	0.0%	41.4%	0.2%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	1.8%	0.0%	0.0%	0.0%	0.0%	0.0%	1.3%	0.7%	0.6%	0.0%	0.6%	43.7%	3.6%	0.0%	51.5%	2.1%	68.6%	0.4%	1.7%	0.8%	3.3%	1.0%	0.2%	0.0%	1.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	5.2%	0.4%	0.0%	0.8%	0.6%	0.6%	0.2%	1.3%	0.6%	0.6%	0.8%	0.8%	0.8%	10.0%	89.2%	10.8%	3.1%	7.8%
47258	El Piñón	Magdalena	13281	7721	5560	Opción Ciudadana	6683		2049	47	524		888	2098	83		602	11				34				309						38	Voto en Blanco 	26	1	0	0	3	0	1	21	Voto en Blanco 	31	1	0	10	1	0	0	0	0	2	0	0	1	0	1	0	1	0	1	2	0	1	0	1	1	0	1	1	0	6	6740	981	260	721	58.1%	41.9%	0.0%	30.7%	0.7%	7.8%	0.0%	13.3%	31.4%	1.2%	0.0%	9.0%	0.2%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	4.6%	0.0%	0.0%	0.0%	0.0%	0.0%	0.6%	0.3%	3.8%	0.0%	0.0%	11.5%	0.0%	3.8%	80.8%	0.4%	3.2%	0.0%	32.3%	3.2%	0.0%	0.0%	0.0%	0.0%	6.5%	0.0%	0.0%	3.2%	0.0%	3.2%	0.0%	3.2%	0.0%	3.2%	6.5%	0.0%	3.2%	0.0%	3.2%	3.2%	0.0%	3.2%	3.2%	0.0%	19.4%	87.3%	12.7%	3.4%	9.3%
47268	El Retén	Magdalena	13354	8098	5256	Partido Liberal	6948		1467	215	179		3879	285	110		574	11				17				107						104	Voto en Blanco 	20	1	1	0	4	1	0	13	Voto en Blanco 	97	1	7	53	0	0	0	1	1	3	1	0	0	0	0	1	3	1	8	3	0	0	1	1	0	1	0	0	0	11	7065	1033	243	790	60.6%	39.4%	0.0%	21.1%	3.1%	2.6%	0.0%	55.8%	4.1%	1.6%	0.0%	8.3%	0.2%	0.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	1.5%	0.0%	0.0%	0.0%	0.0%	0.0%	1.5%	0.2%	5.0%	5.0%	0.0%	20.0%	5.0%	0.0%	65.0%	1.2%	1.0%	7.2%	54.6%	0.0%	0.0%	0.0%	1.0%	1.0%	3.1%	1.0%	0.0%	0.0%	0.0%	0.0%	1.0%	3.1%	1.0%	8.2%	3.1%	0.0%	0.0%	1.0%	1.0%	0.0%	1.0%	0.0%	0.0%	0.0%	11.3%	87.2%	12.8%	3.0%	9.8%
47288	Fundación	Magdalena	52225	25272	26953	Partido Liberal	22657		6042	1756	1192		6869	2908	648		2462	72				79				330						299	Voto en Blanco 	200	1	1	3	75	4	5	111	Voto en Blanco 	137	2	3	11	1	0	1	0	2	4	1	2	1	3	1	1	10	0	0	4	2	2	1	2	0	4	2	7	1	69	22994	2278	534	1744	48.4%	51.6%	0.0%	26.7%	7.8%	5.3%	0.0%	30.3%	12.8%	2.9%	0.0%	10.9%	0.3%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	1.5%	0.0%	0.0%	0.0%	0.0%	0.0%	1.3%	0.8%	0.5%	0.5%	1.5%	37.5%	2.0%	2.5%	55.5%	0.5%	1.5%	2.2%	8.0%	0.7%	0.0%	0.7%	0.0%	1.5%	2.9%	0.7%	1.5%	0.7%	2.2%	0.7%	0.7%	7.3%	0.0%	0.0%	2.9%	1.5%	1.5%	0.7%	1.5%	0.0%	2.9%	1.5%	5.1%	0.7%	50.4%	91.0%	9.0%	2.1%	6.9%
47318	Guamal	Magdalena	22621	10637	11984	Partido Conservador	9720		1611	98	2955		864	1634	35		2181	18				50				220						54	Voto en Blanco 	31	0	0	0	3	1	0	27	Voto en Blanco 	27	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	0	16	9778	859	234	625	47.0%	53.0%	0.0%	16.6%	1.0%	30.4%	0.0%	8.9%	16.8%	0.4%	0.0%	22.4%	0.2%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	2.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.6%	0.3%	0.0%	0.0%	0.0%	9.7%	3.2%	0.0%	87.1%	0.3%	0.0%	0.0%	3.7%	0.0%	3.7%	0.0%	0.0%	3.7%	3.7%	3.7%	0.0%	0.0%	0.0%	0.0%	0.0%	14.8%	0.0%	0.0%	0.0%	0.0%	3.7%	0.0%	0.0%	3.7%	0.0%	0.0%	0.0%	0.0%	59.3%	91.9%	8.1%	2.2%	5.9%
47460	Nueva Granada	Magdalena	14502	8585	5917	Partido de la U	7608		1295	89	1421		1803	964	16		1882	11				26				51						50	Voto en Blanco 	24	1	0	0	9	1	2	11	Voto en Blanco 	19	0	0	1	1	0	0	1	1	2	1	1	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	2	0	4	7651	934	228	706	59.2%	40.8%	0.0%	17.0%	1.2%	18.7%	0.0%	23.7%	12.7%	0.2%	0.0%	24.7%	0.1%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.7%	0.3%	4.2%	0.0%	0.0%	37.5%	4.2%	8.3%	45.8%	0.2%	0.0%	0.0%	5.3%	5.3%	0.0%	0.0%	5.3%	5.3%	10.5%	5.3%	5.3%	0.0%	0.0%	0.0%	0.0%	0.0%	10.5%	0.0%	5.3%	0.0%	0.0%	0.0%	0.0%	5.3%	5.3%	0.0%	10.5%	0.0%	21.1%	89.1%	10.9%	2.7%	8.2%
47541	Pedraza	Magdalena	9632	6797	2835	Partido Liberal	6275		394	18	38		3410	1400	4		916	3				13				66						13	Voto en Blanco 	6	0	0	0	1	0	0	5	Voto en Blanco 	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	6296	501	58	443	70.6%	29.4%	0.0%	6.3%	0.3%	0.6%	0.0%	54.3%	22.3%	0.1%	0.0%	14.6%	0.0%	0.0%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	1.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.1%	0.0%	0.0%	0.0%	16.7%	0.0%	0.0%	83.3%	0.2%	0.0%	0.0%	6.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	13.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	80.0%	92.6%	7.4%	0.9%	6.5%
47545	Pijiño del Carmen	Magdalena	8350	5261	3089	Cambio Radical	4770		1696	50	770		292	1439	23		276	12				30				160						22	MAIS	10	0	0	0	5	0	1	4	Voto en Blanco 	17	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	2	0	0	0	0	0	2	6	4797	464	96	368	63.0%	37.0%	0.0%	35.6%	1.0%	16.1%	0.0%	6.1%	30.2%	0.5%	0.0%	5.8%	0.3%	0.0%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	3.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.2%	0.0%	0.0%	0.0%	50.0%	0.0%	10.0%	40.0%	0.3%	0.0%	0.0%	5.9%	0.0%	5.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	11.8%	0.0%	11.8%	0.0%	0.0%	5.9%	0.0%	0.0%	11.8%	0.0%	0.0%	0.0%	0.0%	0.0%	11.8%	35.3%	91.2%	8.8%	1.8%	7.0%
47551	Pivijay	Magdalena	28848	18026	10822	Cambio Radical	16186		4498	174	936		2885	2313	567		3519	31				56				1002						205	Voto en Blanco 	64	0	0	0	6	5	2	51	Voto en Blanco 	77	0	1	11	3	0	0	2	2	7	2	0	1	2	1	1	2	1	1	2	2	1	1	0	1	5	1	1	0	26	16327	1699	411	1288	62.5%	37.5%	0.0%	27.8%	1.1%	5.8%	0.0%	17.8%	14.3%	3.5%	0.0%	21.7%	0.2%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	6.2%	0.0%	0.0%	0.0%	0.0%	0.0%	1.3%	0.4%	0.0%	0.0%	0.0%	9.4%	7.8%	3.1%	79.7%	0.4%	0.0%	1.3%	14.3%	3.9%	0.0%	0.0%	2.6%	2.6%	9.1%	2.6%	0.0%	1.3%	2.6%	1.3%	1.3%	2.6%	1.3%	1.3%	2.6%	2.6%	1.3%	1.3%	0.0%	1.3%	6.5%	1.3%	1.3%	0.0%	33.8%	90.6%	9.4%	2.3%	7.1%
47555	Plato	Magdalena	40015	24236	15779	Partido Liberal	21715		7310	547	926		8329	1519	41		2558	26				64				204						191	Voto en Blanco 	100	1	1	0	29	6	3	60	Voto en Blanco 	69	1	3	2	0	1	1	1	1	2	0	0	0	1	6	1	0	0	0	8	4	2	2	2	1	2	0	2	0	26	21884	2352	645	1707	60.6%	39.4%	0.0%	33.7%	2.5%	4.3%	0.0%	38.4%	7.0%	0.2%	0.0%	11.8%	0.1%	0.0%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.9%	0.4%	1.0%	1.0%	0.0%	29.0%	6.0%	3.0%	60.0%	0.3%	1.4%	4.3%	2.9%	0.0%	1.4%	1.4%	1.4%	1.4%	2.9%	0.0%	0.0%	0.0%	1.4%	8.7%	1.4%	0.0%	0.0%	0.0%	11.6%	5.8%	2.9%	2.9%	2.9%	1.4%	2.9%	0.0%	2.9%	0.0%	37.7%	90.3%	9.7%	2.7%	7.0%
