Code	Municipio	Depto	Censo electoral	Participación/Total votos	Abstención	Ganador	Votos válidos (departamental)	100% Colombia	AICO	ASI	Alianza Verde	Blanco por la Paz	Cambio Radical	Centro Democrático	MIRA	Movimiento de Integración Regional	Partido Conservador	Partido de la U	Partido Liberal	Polo Democrático Alternativo	Por un Huila Mejor	Opción Ciudadana	Unión Patriótica	Voto en blanco (departamental)	Ganador	Votos válidos (Indígenas)	AICO	AIMAC	Embera Chami - Dache Agora Drua	MAIS	Movimiento CS	MUIPC	OPIC	Renovación Étnica "Raíces"	Vía Nueva	Voto en blanco (Indígenas)	Ganador	Votos válidos (Afros)	Afrocolombianos en Acción	Afroétnicos	AFRODMAM	AFROMINGA	AFROVIDES	ASOCONEGUA	ASODEPORTES	ASOPRA	C.C. San Antonio y EL Castillo	CORMANDELA	CORPOSINPAC	E.A.T. Botica Comunitaria 	ESAFRO	F. Desarrollo Cuenca del Pacífico	FORFUTURO	FUNCULCOSTA	FUNDAIN	FUNDECH	FUNDIAFRO	FUNECO	FUNPROESAT	Los Palenkes Bellavista	MACOAS	MIO	Poder Ciudadano	SI SE PUEDE	OECA	Únete	Vides y sus Niches	Voto en blanco (Afros)	Votos válidos (todas las circunscripciones)	Votos inválidos	Votos Nulos	Tarjetones No Marcados	%Participación	%Abstención	%Votos válidos (departamental)	%100% Colombia	%AICO	%ASI	%Alianza Verde	%Blanco por la Paz	%Cambio Radical	%Centro Democrático	%MIRA	%Movimiento de Integración Regional	%Partido Conservador	%Partido de la U	%Partido Liberal	%Polo Democrático Alternativo	%Por un Huila Mejor	%Opción Ciudadana	%Unión Patriótica	%Voto en blanco (departamental)	%Votos válidos (Indígenas)	%AICO	%AIMAC	%Embera Chami - Dache Agora Drua	%MAIS	%Movimiento CS	%MUIPC	%OPIC	%Renovación Étnica "Raíces"	%Vía Nueva	%Voto en blanco (Indígenas)	%Votos válidos (Afros)	%Afrocolombianos en Acción	%Afroétnicos	%AFRODMAM	%AFROMINGA	%AFROVIDES	%ASOCONEGUA	%ASODEPORTES	%ASOPRA	%C.C. San Antonio y EL Castillo	%CORMANDELA	%CORPOSINPAC	%E.A.T. Botica Comunitaria 	%ESAFRO	%F. Desarrollo Cuenca del Pacífico	%FORFUTURO	%FUNCULCOSTA	%FUNDAIN	%FUNDECH	%FUNDIAFRO	%FUNECO	%FUNPROESAT	%Los Palenkes Bellavista	%MACOAS	%MIO	%Poder Ciudadano	%SI SE PUEDE	%OECA	%Únete	%Vides y sus Niches	%Voto en blanco (Afros)	%Votos válidos (todas las circunscripciones)	%Votos inválidos	%Votos Nulos	%Tarjetones No Marcados
18756	Solano	Caquetá	7397	1536	5861	Partido Liberal	1254				62		309		96		240	57	392				71	27	MAIS	24	1			18		1	2		1	1	Voto en blanco	11				1				1			1		1				1								1	1				4	1289	247	188	59	20.77	79.23	81.64	0	0	0	4.94	0	24.64	0	7.66	0	19.14	4.55	31.26	0	0	0	5.66	2.15	1.56	4.17	0	0	75	0	4.17	8.33	0	4.17	4.17	0.72	0	0	0	9.09	0	0	0	9.09	0	0	9.09	0	9.09	0	0	0	9.09	0	0	0	0	0	0	0	9.09	9.09	0	0	0	36.36	83.92	16.08	12.24	3.84
18785	Solita	Caquetá	5372	1913	3459	Partido Liberal	1637				13		36		184		374	364	609				3	54	Voto en blanco	2										2	Poder Ciudadano	16	1						1	1					1	1			3								4	1				3	1655	258	199	59	35.61	64.39	85.57	0	0	0	0.79	0	2.2	0	11.24	0	22.85	22.24	37.2	0	0	0	0.18	3.3	0.1	0	0	0	0	0	0	0	0	0	100	0.84	6.25	0	0	0	0	0	6.25	6.25	0	0	0	0	6.25	6.25	0	0	18.75	0	0	0	0	0	0	0	25	6.25	0	0	0	18.75	86.51	13.49	10.4	3.08
18860	Valparaíso	Caquetá	6146	2415	3731	Partido Liberal	2150				11		30		594		355	246	854				3	57	Voto en blanco	4						1	1			2	Voto en blanco	9							1						1											1						6	2163	252	193	59	39.29	60.71	89.03	0	0	0	0.51	0	1.4	0	27.63	0	16.51	11.44	39.72	0	0	0	0.14	2.65	0.17	0	0	0	0	0	25	25	0	0	50	0.37	0	0	0	0	0	0	11.11	0	0	0	0	0	11.11	0	0	0	0	0	0	0	0	0	0	11.11	0	0	0	0	0	66.67	89.57	10.43	7.99	2.44
19001	Popayán	Cauca	210431	92717	117714	Partido Liberal	73672				12529		2251		9280		10085	9251	16260	2083			1796	10137	MAIS	604	69	7	6	224	15	28	18	15	6	216	ASOCONEGUA	2262	21	7	4	76	12	912	26	53	5	11	28	4	28	15	16	30	1	2	5	33	1	36	25	61	27	9	21	15	4	774	76538	16179	12715	3464	44.06	55.94	79.46	0	0	0	17.01	0	3.06	0	12.6	0	13.69	12.56	22.07	2.83	0	0	2.44	13.76	0.65	11.42	1.16	0.99	37.09	2.48	4.64	2.98	2.48	0.99	35.76	2.44	0.93	0.31	0.18	3.36	0.53	40.32	1.15	2.34	0.22	0.49	1.24	0.18	1.24	0.66	0.71	1.33	0.04	0.09	0.22	1.46	0.04	1.59	1.11	2.7	1.19	0.4	0.93	0.66	0.18	34.22	82.55	17.45	13.71	3.74
19022	Almaguer	Cauca	11955	5121	6834	Alianza Verde	4067				2301		63	6	23		190	234	1138	30			34	48	MAIS	46	7	1	1	35	1					1	ASOCONEGUA	23				1		5		2	1		2				1	1			1	1	1	1			1		1			4	4136	985	717	268	42.84	57.16	79.42	0	0	0	56.58	0	1.55	0.15	0.57	0	4.67	5.75	27.98	0.74	0	0	0.84	1.18	0.9	15.22	2.17	2.17	76.09	2.17	0	0	0	0	2.17	0.45	0	0	0	4.35	0	21.74	0	8.7	4.35	0	8.7	0	0	0	4.35	4.35	0	0	4.35	4.35	4.35	4.35	0	0	4.35	0	4.35	0	0	17.39	80.77	19.23	14	5.23
19050	Argelia	Cauca	15177	5018	10159	Partido Liberal	4487				1135		48	2	36		685	77	1398	32			958	116	Voto en blanco	7	1	1		1						4	Voto en blanco	27				1			2	1			2		1	1											2		1		1	15	4521	497	367	130	33.06	66.94	89.42	0	0	0	25.3	0	1.07	0.04	0.8	0	15.27	1.72	31.16	0.71	0	0	21.35	2.59	0.14	14.29	14.29	0	14.29	0	0	0	0	0	57.14	0.54	0	0	0	3.7	0	0	7.41	3.7	0	0	7.41	0	3.7	3.7	0	0	0	0	0	0	0	0	0	0	7.41	0	3.7	0	3.7	55.56	90.1	9.9	7.31	2.59
19075	Balboa	Cauca	15144	6382	8762	Alianza Verde	5617				3330		135	2	70		494	205	958	38			313	72	Voto en blanco	14	1			5				1		7	Voto en blanco	21				2		2					3		1					1						1		1	1		1	8	5652	730	546	184	42.14	57.86	88.01	0	0	0	59.28	0	2.4	0.04	1.25	0	8.79	3.65	17.06	0.68	0	0	5.57	1.28	0.22	7.14	0	0	35.71	0	0	0	7.14	0	50	0.33	0	0	0	9.52	0	9.52	0	0	0	0	14.29	0	4.76	0	0	0	0	4.76	0	0	0	0	0	4.76	0	4.76	4.76	0	4.76	38.1	88.56	11.44	8.56	2.88
19100	Bolívar	Cauca	30840	12386	18454	Partido de la U	10913				2316		337	1	65		1439	3442	2891	107			47	268	Voto en blanco	18		1		2	1	2			1	11	Voto en blanco	57		1		2	1	8		3					2	3	2		1			1		4	1		1	1	1	2		23	10988	1398	928	470	40.16	59.84	88.11	0	0	0	21.22	0	3.09	0.01	0.6	0	13.19	31.54	26.49	0.98	0	0	0.43	2.46	0.15	0	5.56	0	11.11	5.56	11.11	0	0	5.56	61.11	0.46	0	1.75	0	3.51	1.75	14.04	0	5.26	0	0	0	0	3.51	5.26	3.51	0	1.75	0	0	1.75	0	7.02	1.75	0	1.75	1.75	1.75	3.51	0	40.35	88.71	11.29	7.49	3.79
19110	Buenos Aires	Cauca	14705	5406	9299	Alianza Verde	3755				1418		413	1	76		127	475	906	81			21	237	MAIS	47	6		1	20		2	9	1		8	Poder Ciudadano	314	11	2	1	5		90	7	9	1		2	1	9		2	5	1	1		9		1	2	10	107		5	1		32	4116	1290	870	420	36.76	63.24	69.46	0	0	0	37.76	0	11	0.03	2.02	0	3.38	12.65	24.13	2.16	0	0	0.56	6.31	0.87	12.77	0	2.13	42.55	0	4.26	19.15	2.13	0	17.02	5.81	3.5	0.64	0.32	1.59	0	28.66	2.23	2.87	0.32	0	0.64	0.32	2.87	0	0.64	1.59	0.32	0.32	0	2.87	0	0.32	0.64	3.18	34.08	0	1.59	0.32	0	10.19	76.14	23.86	16.09	7.77
19130	Cajibío	Cauca	22065	8778	13287	Partido Liberal	7093				1433		292	10	120		1818	705	2099	159			111	346	MAIS	50	5		1	20	1	3	10			10	Voto en blanco	74	1	2		5	2	7	2	2	1		2	3			1	2	1	1		3	1	1		1	6		1	4	1	24	7217	1561	948	613	39.78	60.22	80.8	0	0	0	20.2	0	4.12	0.14	1.69	0	25.63	9.94	29.59	2.24	0	0	1.56	4.88	0.57	10	0	2	40	2	6	20	0	0	20	0.84	1.35	2.7	0	6.76	2.7	9.46	2.7	2.7	1.35	0	2.7	4.05	0	0	1.35	2.7	1.35	1.35	0	4.05	1.35	1.35	0	1.35	8.11	0	1.35	5.41	1.35	32.43	82.22	17.78	10.8	6.98
19137	Caldono	Cauca	19141	8363	10778	Alianza Verde	5283				2393		230	8	213		766	240	978	125			61	269	MAIS	820	77		1	580	2	20	112	5	3	20	Voto en blanco	117	1	1	2	3	1	11	5	5	4	2	7	1	5	2	5	5		1	1	4	2	4	5	6	2	5	2			25	6220	2143	952	1191	43.69	56.31	63.17	0	0	0	45.3	0	4.35	0.15	4.03	0	14.5	4.54	18.51	2.37	0	0	1.15	5.09	9.81	9.39	0	0.12	70.73	0.24	2.44	13.66	0.61	0.37	2.44	1.4	0.85	0.85	1.71	2.56	0.85	9.4	4.27	4.27	3.42	1.71	5.98	0.85	4.27	1.71	4.27	4.27	0	0.85	0.85	3.42	1.71	3.42	4.27	5.13	1.71	4.27	1.71	0	0	21.37	74.38	25.62	11.38	14.24
19142	Caloto	Cauca	16986	8481	8505	Alianza Verde	6653				2131		266	1	271		794	491	2074	67			204	354	MAIS	124	26		2	59	3	1	6	2	1	24	ASOCONEGUA	157	13			5	1	66		3	2		2	2	1	1	4	4	1	2		3				4	1	1	2	2	1	36	6934	1547	1053	494	49.93	50.07	78.45	0	0	0	32.03	0	4	0.02	4.07	0	11.93	7.38	31.17	1.01	0	0	3.07	5.32	1.46	20.97	0	1.61	47.58	2.42	0.81	4.84	1.61	0.81	19.35	1.85	8.28	0	0	3.18	0.64	42.04	0	1.91	1.27	0	1.27	1.27	0.64	0.64	2.55	2.55	0.64	1.27	0	1.91	0	0	0	2.55	0.64	0.64	1.27	1.27	0.64	22.93	81.76	18.24	12.42	5.82
19212	Corinto	Cauca	16329	7666	8663	Alianza Verde	5912				2048		451		525		81	353	1694	85			231	444	MAIS	234	7		1	179	6	2	18			21	Voto en blanco	76	2	2		3	1	6	2	2			1		5	1	1		3			4	1	2		6	1	2	3	2	1	25	6222	1444	1029	415	46.95	53.05	77.12	0	0	0	34.64	0	7.63	0	8.88	0	1.37	5.97	28.65	1.44	0	0	3.91	7.51	3.05	2.99	0	0.43	76.5	2.56	0.85	7.69	0	0	8.97	0.99	2.63	2.63	0	3.95	1.32	7.89	2.63	2.63	0	0	1.32	0	6.58	1.32	1.32	0	3.95	0	0	5.26	1.32	2.63	0	7.89	1.32	2.63	3.95	2.63	1.32	32.89	81.16	18.84	13.42	5.41
19256	El Tambo	Cauca	33288	12066	21222	Partido Liberal	9388				1878		244		415		495	2223	3392	163			104	474	MAIS	73	8	2		27	3	4	4	2		23	ASOCONEGUA	320	1	2	3	8		206	5	4	1	2	2		3	2	2	12		1		2		4	3	2	2	2	3	1		47	9781	2285	1382	903	36.25	63.75	77.81	0	0	0	20	0	2.6	0	4.42	0	5.27	23.68	36.13	1.74	0	0	1.11	5.05	0.61	10.96	2.74	0	36.99	4.11	5.48	5.48	2.74	0	31.51	2.65	0.31	0.63	0.94	2.5	0	64.38	1.56	1.25	0.31	0.63	0.63	0	0.94	0.63	0.63	3.75	0	0.31	0	0.63	0	1.25	0.94	0.63	0.63	0.63	0.94	0.31	0	14.69	81.06	18.94	11.45	7.48
19290	Florencia	Cauca	4432	2159	2273	Partido Liberal	1836				470		103	1	15		186	333	637	26			4	61	Voto en blanco	11	2		1	2	1			2		3	Voto en blanco	14	1			1		1		1														2								8	1861	298	162	136	48.71	51.29	85.04	0	0	0	25.6	0	5.61	0.05	0.82	0	10.13	18.14	34.69	1.42	0	0	0.22	3.32	0.51	18.18	0	9.09	18.18	9.09	0	0	18.18	0	27.27	0.65	7.14	0	0	7.14	0	7.14	0	7.14	0	0	0	0	0	0	0	0	0	0	0	0	0	14.29	0	0	0	0	0	0	0	57.14	86.2	13.8	7.5	6.3
19300	Guachené	Cauca	11486	6499	4987	Partido Liberal	4965				601		849	2	484		76	780	1909	70			10	184	Voto en blanco	22	1	2		2	2	5		1	1	8	Afrocolombianos en Acción	230	117	1		2		12	17	3		1	4	1	1		2	2				2	1	4	1	11	14		4		7	23	5217	1282	967	315	56.58	43.42	76.4	0	0	0	12.1	0	17.1	0.04	9.75	0	1.53	15.71	38.45	1.41	0	0	0.2	3.71	0.34	4.55	9.09	0	9.09	9.09	22.73	0	4.55	4.55	36.36	3.54	50.87	0.43	0	0.87	0	5.22	7.39	1.3	0	0.43	1.74	0.43	0.43	0	0.87	0.87	0	0	0	0.87	0.43	1.74	0.43	4.78	6.09	0	1.74	0	3.04	10	80.27	19.73	14.88	4.85
19318	Guapi	Cauca	18736	7817	10919	Unión Patriótica	4560				1110		264	3	28		484	308	956	33			1296	78	MUIPC	29	1		1	4		9	2	4	2	6	ASOCONEGUA	1933	3	1		75	1	833	18	142	5	1	9	4	30	4	8	9	5	3		5	2	50	8	496	27	5	172		1	16	6522	1295	728	567	41.72	58.28	58.33	0	0	0	24.34	0	5.79	0.07	0.61	0	10.61	6.75	20.96	0.72	0	0	28.42	1.71	0.37	3.45	0	3.45	13.79	0	31.03	6.9	13.79	6.9	20.69	24.73	0.16	0.05	0	3.88	0.05	43.09	0.93	7.35	0.26	0.05	0.47	0.21	1.55	0.21	0.41	0.47	0.26	0.16	0	0.26	0.1	2.59	0.41	25.66	1.4	0.26	8.9	0	0.05	0.83	83.43	16.57	9.31	7.25
19355	Inzá	Cauca	15644	6941	8703	Partido Conservador	4698				442		45	7	42		1406	1038	839	158			495	226	MAIS	455	54		2	337	9	3	19	4	5	22	Voto en blanco	49	1		2	1		1	1	2			3		3	1	2	2			1		1	4		1	2		2			19	5202	1739	641	1098	44.37	55.63	67.68	0	0	0	9.41	0	0.96	0.15	0.89	0	29.93	22.09	17.86	3.36	0	0	10.54	4.81	6.56	11.87	0	0.44	74.07	1.98	0.66	4.18	0.88	1.1	4.84	0.71	2.04	0	4.08	2.04	0	2.04	2.04	4.08	0	0	6.12	0	6.12	2.04	4.08	4.08	0	0	2.04	0	2.04	8.16	0	2.04	4.08	0	4.08	0	0	38.78	74.95	25.05	9.23	15.82
19364	Jambaló	Cauca	7602	4200	3402	Alianza Verde	3108				1858		104	1	27		56	208	669	48			52	85	MAIS	252	23	4	1	194	4	5	5	1	2	13	Voto en blanco	59				1		3	5	6		1			3		1	1	2			3	1	5	2		2	1	1	1	2	18	3419	781	490	291	55.25	44.75	74	0	0	0	59.78	0	3.35	0.03	0.87	0	1.8	6.69	21.53	1.54	0	0	1.67	2.73	6	9.13	1.59	0.4	76.98	1.59	1.98	1.98	0.4	0.79	5.16	1.4	0	0	0	1.69	0	5.08	8.47	10.17	0	1.69	0	0	5.08	0	1.69	1.69	3.39	0	0	5.08	1.69	8.47	3.39	0	3.39	1.69	1.69	1.69	3.39	30.51	81.4	18.6	11.67	6.93
19392	La Sierra	Cauca	8579	3958	4621	Partido de la U	3072				395		90	2	233		92	1181	843	50			14	172	Voto en blanco	17	1			6		1		1		8	Voto en blanco	29				1					1	1									1			1		2			1			21	3118	840	540	300	46.14	53.86	77.61	0	0	0	12.86	0	2.93	0.07	7.58	0	2.99	38.44	27.44	1.63	0	0	0.46	5.6	0.43	5.88	0	0	35.29	0	5.88	0	5.88	0	47.06	0.73	0	0	0	3.45	0	0	0	0	3.45	3.45	0	0	0	0	0	0	0	0	3.45	0	0	3.45	0	6.9	0	0	3.45	0	0	72.41	78.78	21.22	13.64	7.58
19397	La Vega	Cauca	14753	6970	7783	Partido Liberal	6110				629		74	8	79		1247	728	2492	30			739	84	Voto en blanco	26	2			5	2	1	1	2	3	10	AFROMINGA	29				5		4		1						2	1			1	1				1	4	1		2	2		4	6165	805	528	277	47.24	52.76	87.66	0	0	0	10.29	0	1.21	0.13	1.29	0	20.41	11.91	40.79	0.49	0	0	12.09	1.37	0.37	7.69	0	0	19.23	7.69	3.85	3.85	7.69	11.54	38.46	0.42	0	0	0	17.24	0	13.79	0	3.45	0	0	0	0	0	6.9	3.45	0	0	3.45	3.45	0	0	0	3.45	13.79	3.45	0	6.9	6.9	0	13.79	88.45	11.55	7.58	3.97
19418	López	Cauca	12231	5505	6726	Partido Liberal	4236				602		85		161		496	1118	1735	8			1	30	MUIPC	54	1			3	4	42				4	MIO	705	1	1		3		26	275	3	2		2		3			11	1			2	1			358	12					4	4995	510	210	300	45.01	54.99	76.95	0	0	0	14.21	0	2.01	0	3.8	0	11.71	26.39	40.96	0.19	0	0	0.02	0.71	0.98	1.85	0	0	5.56	7.41	77.78	0	0	0	7.41	12.81	0.14	0.14	0	0.43	0	3.69	39.01	0.43	0.28	0	0.28	0	0.43	0	0	1.56	0.14	0	0	0.28	0.14	0	0	50.78	1.7	0	0	0	0	0.57	90.74	9.26	3.81	5.45
19450	Mercaderes	Cauca	13651	4880	8771	Alianza Verde	4198				1773		127		106		850	538	587	45			15	157	Voto en blanco	10	2			2	1		1	1		3	Voto en blanco	24			1	1			1									1				2				1					1	16	4232	648	413	235	35.75	64.25	86.02	0	0	0	42.23	0	3.03	0	2.53	0	20.25	12.82	13.98	1.07	0	0	0.36	3.74	0.2	20	0	0	20	10	0	10	10	0	30	0.49	0	0	4.17	4.17	0	0	4.17	0	0	0	0	0	0	0	0	4.17	0	0	0	8.33	0	0	0	4.17	0	0	0	0	4.17	66.67	86.72	13.28	8.46	4.82
19455	Miranda	Cauca	17682	8756	8926	Partido de la U	6818				1120		816	12	322		325	2043	1199	326			153	502	MAIS	79	7	1		46	1	3		1	1	19	FUNECO	206	6	2	1	3	1	24	3	3	1		1		2	3	2	2	2	2	1	57		2		10	25	4	1	2	1	45	7103	1653	1172	481	49.52	50.48	77.87	0	0	0	16.43	0	11.97	0.18	4.72	0	4.77	29.96	17.59	4.78	0	0	2.24	7.36	0.9	8.86	1.27	0	58.23	1.27	3.8	0	1.27	1.27	24.05	2.35	2.91	0.97	0.49	1.46	0.49	11.65	1.46	1.46	0.49	0	0.49	0	0.97	1.46	0.97	0.97	0.97	0.97	0.49	27.67	0	0.97	0	4.85	12.14	1.94	0.49	0.97	0.49	21.84	81.12	18.88	13.39	5.49
19473	Morales	Cauca	17360	5995	11365	Partido Liberal	4645				718		73	9	207		1154	370	1757	95			19	243	MAIS	285	12			145	1		102	2	2	21	MIO	97				3		3			1				4		1					4		2	1	58			4	1		15	5027	968	566	402	34.53	65.47	77.48	0	0	0	15.46	0	1.57	0.19	4.46	0	24.84	7.97	37.83	2.05	0	0	0.41	5.23	4.75	4.21	0	0	50.88	0.35	0	35.79	0.7	0.7	7.37	1.62	0	0	0	3.09	0	3.09	0	0	1.03	0	0	0	4.12	0	1.03	0	0	0	0	4.12	0	2.06	1.03	59.79	0	0	4.12	1.03	0	15.46	83.85	16.15	9.44	6.71
19513	Padilla	Cauca	6248	3213	3035	Partido de la U	2413				326		580		27		38	632	630	40			6	134	Voto en blanco	14				4				1	1	8	MIO	158	20			3	1	11		1	1				2		1		3			5				69	18		6		2	15	2585	628	455	173	51.42	48.58	75.1	0	0	0	13.51	0	24.04	0	1.12	0	1.57	26.19	26.11	1.66	0	0	0.25	5.55	0.44	0	0	0	28.57	0	0	0	7.14	7.14	57.14	4.92	12.66	0	0	1.9	0.63	6.96	0	0.63	0.63	0	0	0	1.27	0	0.63	0	1.9	0	0	3.16	0	0	0	43.67	11.39	0	3.8	0	1.27	9.49	80.45	19.55	14.16	5.38
19517	Paez	Cauca	18426	8110	10316	Partido Liberal	4918				1461		316	10	44		505	136	1971	65			148	262	MAIS	898	20			418	8	276	129	1	3	43	Voto en blanco	130	2	2	2	7	1	3	6	10	1	3	10	2	3	1	3	1	6	1		3	1	4	5	3	3	2	3			42	5946	2164	976	1188	44.01	55.99	60.64	0	0	0	29.71	0	6.43	0.2	0.89	0	10.27	2.77	40.08	1.32	0	0	3.01	5.33	11.07	2.23	0	0	46.55	0.89	30.73	14.37	0.11	0.33	4.79	1.6	1.54	1.54	1.54	5.38	0.77	2.31	4.62	7.69	0.77	2.31	7.69	1.54	2.31	0.77	2.31	0.77	4.62	0.77	0	2.31	0.77	3.08	3.85	2.31	2.31	1.54	2.31	0	0	32.31	73.32	26.68	12.03	14.65
19532	Patía	Cauca	24683	9258	15425	Alianza Verde	8019				3328		162	11	161		222	1243	983	104			1509	296	Voto en blanco	23	2		1	2	2			2		14	ASOCONEGUA	103	2			3	1	36	1	1	2	2	1	1	2	3	2	6				5		3	1	1		1	1	2		26	8145	1113	808	305	37.51	62.49	86.62	0	0	0	41.5	0	2.02	0.14	2.01	0	2.77	15.5	12.26	1.3	0	0	18.82	3.69	0.25	8.7	0	4.35	8.7	8.7	0	0	8.7	0	60.87	1.11	1.94	0	0	2.91	0.97	34.95	0.97	0.97	1.94	1.94	0.97	0.97	1.94	2.91	1.94	5.83	0	0	0	4.85	0	2.91	0.97	0.97	0	0.97	0.97	1.94	0	25.24	87.98	12.02	8.73	3.29
19533	Piamonte	Cauca	4500	1446	3054	Alianza Verde	1168				727		91	3	34		49	73	109	14			14	54	MAIS	37	6			16		12			2	1	Poder Ciudadano	18										1					1	1	1								8				1	5	1223	223	142	81	32.13	67.87	80.77	0	0	0	62.24	0	7.79	0.26	2.91	0	4.2	6.25	9.33	1.2	0	0	1.2	4.62	2.56	16.22	0	0	43.24	0	32.43	0	0	5.41	2.7	1.24	0	0	0	0	0	0	0	0	0	5.56	0	0	0	0	5.56	5.56	5.56	0	0	0	0	0	0	0	44.44	0	0	0	5.56	27.78	84.58	15.42	9.82	5.6
19548	Piendamó	Cauca	25075	10830	14245	Partido Conservador	8972				1674		120	8	337		3811	1121	809	446			100	546	OPIC	144	31			41	4	4	50			14	Voto en blanco	73	3		1	1	1	5	1				1		1		1		1			2	4	2	1	13			3	3		29	9189	1641	1077	564	43.19	56.81	82.84	0	0	0	18.66	0	1.34	0.09	3.76	0	42.48	12.49	9.02	4.97	0	0	1.11	6.09	1.33	21.53	0	0	28.47	2.78	2.78	34.72	0	0	9.72	0.67	4.11	0	1.37	1.37	1.37	6.85	1.37	0	0	0	1.37	0	1.37	0	1.37	0	1.37	0	0	2.74	5.48	2.74	1.37	17.81	0	0	4.11	4.11	0	39.73	84.85	15.15	9.94	5.21
19573	Puerto Tejada	Cauca	30393	12619	17774	Partido de la U	8549				820		991	12	565		414	2359	2273	315			40	760	Voto en blanco	74	10	1		9	5	3	3	5	1	37	Voto en blanco	845	63	1		10	10	123	30	10	2	3	11	2	30	6	6	8	10	9	1	34	1	21	5	128	137	3	7	4	4	166	9468	3151	2400	751	41.52	58.48	67.75	0	0	0	9.59	0	11.59	0.14	6.61	0	4.84	27.59	26.59	3.68	0	0	0.47	8.89	0.59	13.51	1.35	0	12.16	6.76	4.05	4.05	6.76	1.35	50	6.7	7.46	0.12	0	1.18	1.18	14.56	3.55	1.18	0.24	0.36	1.3	0.24	3.55	0.71	0.71	0.95	1.18	1.07	0.12	4.02	0.12	2.49	0.59	15.15	16.21	0.36	0.83	0.47	0.47	19.64	75.03	24.97	19.02	5.95
19585	Puracé	Cauca	8222	3315	4907	Partido Liberal	2389				262		90	6	54		36	413	1259	32			14	223	MAIS	207	5		1	140	2	48	1		1	9	ASOCONEGUA	63						32		1		1	1		2		2	2						2		1	2			1		16	2659	656	318	338	40.32	59.68	72.07	0	0	0	10.97	0	3.77	0.25	2.26	0	1.51	17.29	52.7	1.34	0	0	0.59	9.33	6.24	2.42	0	0.48	67.63	0.97	23.19	0.48	0	0.48	4.35	1.9	0	0	0	0	0	50.79	0	1.59	0	1.59	1.59	0	3.17	0	3.17	3.17	0	0	0	0	0	3.17	0	1.59	3.17	0	0	1.59	0	25.4	80.21	19.79	9.59	10.2
19622	Rosas	Cauca	8125	3642	4483	Partido Liberal	2945				377		363		174		269	492	1091	44			20	115	Voto en blanco	8	1					1		1		5	Voto en blanco	31		1	1	4		6		3						1	1	1						1	1	2		1	1			7	2984	658	436	222	44.82	55.18	80.86	0	0	0	12.8	0	12.33	0	5.91	0	9.13	16.71	37.05	1.49	0	0	0.68	3.9	0.22	12.5	0	0	0	0	12.5	0	12.5	0	62.5	0.85	0	3.23	3.23	12.9	0	19.35	0	9.68	0	0	0	0	0	3.23	3.23	3.23	0	0	0	0	0	3.23	3.23	6.45	0	3.23	3.23	0	0	22.58	81.93	18.07	11.97	6.1
19693	San Sebastián	Cauca	6988	4087	2901	Partido Liberal	3745				470		16	2	3		22	463	2713	11			12	33	Empate	2			1							1	Voto en blanco	6		1				1						1										1								2	3753	334	214	120	58.49	41.51	91.63	0	0	0	12.55	0	0.43	0.05	0.08	0	0.59	12.36	72.44	0.29	0	0	0.32	0.88	0.05	0	0	50	0	0	0	0	0	0	50	0.15	0	16.67	0	0	0	16.67	0	0	0	0	0	16.67	0	0	0	0	0	0	0	0	0	16.67	0	0	0	0	0	0	0	33.33	91.83	8.17	5.24	2.94
19698	Santander de Quilichao	Cauca	68235	29466	38769	Partido Liberal	23320				2425		2671	28	2512		1807	3797	8135	374			107	1464	OPIC	504	63	6	2	147	13	15	188	3	2	65	Afrocolombianos en Acción	905	392	3	2	10	5	115	6	11	1	7	7	2	9	4	4	6	1	3	3	9	2	4	5	68	43	3	12	6	4	158	24729	4737	3731	1006	43.18	56.82	79.14	0	0	0	10.4	0	11.45	0.12	10.77	0	7.75	16.28	34.88	1.6	0	0	0.46	6.28	1.71	12.5	1.19	0.4	29.17	2.58	2.98	37.3	0.6	0.4	12.9	3.07	43.31	0.33	0.22	1.1	0.55	12.71	0.66	1.22	0.11	0.77	0.77	0.22	0.99	0.44	0.44	0.66	0.11	0.33	0.33	0.99	0.22	0.44	0.55	7.51	4.75	0.33	1.33	0.66	0.44	17.46	83.92	16.08	12.66	3.41
19701	Santa Rosa	Cauca	3977	1683	2294	Partido de la U	1385				254		110	3	35		227	480	207	12			9	48	MAIS	19				16	2					1	MIO	66							1	1	1	1			1								8			44		1		1		7	1470	213	110	103	42.32	57.68	82.29	0	0	0	18.34	0	7.94	0.22	2.53	0	16.39	34.66	14.95	0.87	0	0	0.65	3.47	1.13	0	0	0	84.21	10.53	0	0	0	0	5.26	3.92	0	0	0	0	0	0	1.52	1.52	1.52	1.52	0	0	1.52	0	0	0	0	0	0	0	12.12	0	0	66.67	0	1.52	0	1.52	0	10.61	87.34	12.66	6.54	6.12
